"Tabela 8883 - Índice e variação da receita nominal e do volume de vendas no comércio varejista ampliado, por atividades (2022 = 100)"
"Variável - PMC - Número-índice (2022=100) (Número-índice)"
"Nível";"Cód.";"";"Atividades";"Mês";"Tipos de índice"
"Nível";"Cód.";"";"Atividades";"Mês";"Índice de receita nominal de vendas no comércio varejista ampliado";"Índice de volume de vendas no comércio varejista ampliado"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"março 2005";"19,02491";"59,31302"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"abril 2005";"17,97006";"55,59515"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"maio 2005";"18,12076";"55,59515"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"junho 2005";"17,70635";"54,81699"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"julho 2005";"18,76120";"58,53486"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"agosto 2005";"18,34680";"57,67024"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"setembro 2005";"17,97006";"56,71915"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"outubro 2005";"19,06258";"59,83179"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"novembro 2005";"18,57283";"58,01609"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"dezembro 2005";"24,48751";"76,25960"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"janeiro 2006";"18,72353";"58,44840"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"fevereiro 2006";"17,74403";"55,59515"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"março 2006";"19,51466";"61,38811"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"abril 2006";"20,11743";"63,46320"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"maio 2006";"18,87422";"59,65887"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"junho 2006";"18,64818";"59,48594"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"julho 2006";"19,32630";"61,47457"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"agosto 2006";"19,47699";"61,99334"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"setembro 2006";"19,77837";"62,85797"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"outubro 2006";"20,15510";"63,54966"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"novembro 2006";"20,26812";"63,29028"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"dezembro 2006";"26,10745";"81,44732"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"janeiro 2007";"19,81605";"61,30165"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"fevereiro 2007";"19,40164";"59,48594"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"março 2007";"22,11410";"67,18107"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"abril 2007";"21,69970";"66,05706"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"maio 2007";"21,24762";"64,58721"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"junho 2007";"21,43599";"64,41428"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"julho 2007";"21,77505";"64,41428"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"agosto 2007";"22,52851";"65,88414"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"setembro 2007";"22,90524";"66,83522"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"outubro 2007";"23,05593";"67,09461"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"novembro 2007";"23,24430";"67,35400"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"dezembro 2007";"30,32684";"86,46213"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"janeiro 2008";"23,62103";"66,48938"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"fevereiro 2008";"22,98059";"64,41428"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"março 2008";"26,18280";"72,88757"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"abril 2008";"24,14845";"66,40291"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"maio 2008";"25,95676";"70,03432"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"junho 2008";"24,78889";"65,36537"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"julho 2008";"25,99443";"67,87277"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"agosto 2008";"27,12463";"71,07187"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"setembro 2008";"25,73072";"67,69984"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"outubro 2008";"27,50136";"71,93649"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"novembro 2008";"27,46368";"71,41772"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"dezembro 2008";"34,43321";"89,48830"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"janeiro 2009";"27,53903";"71,15833"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"fevereiro 2009";"26,33349";"68,13216"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"março 2009";"28,21715";"72,71465"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"abril 2009";"29,46036";"75,82728"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"maio 2009";"29,15897";"74,70328"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"junho 2009";"27,84041";"70,72602"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"julho 2009";"29,38501";"74,70328"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"agosto 2009";"30,25149";"77,12422"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"setembro 2009";"29,08363";"74,27097"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"outubro 2009";"31,49470";"80,75563"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"novembro 2009";"30,21382";"77,29714"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"dezembro 2009";"38,31353";"98,22098"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"janeiro 2010";"30,85426";"78,42115"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"fevereiro 2010";"30,13847";"76,00021"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"março 2010";"33,79276";"83,95472"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"abril 2010";"32,58722";"79,97747"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"maio 2010";"32,96396";"80,84209"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"junho 2010";"31,94678";"79,11285"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"julho 2010";"33,26534";"83,00364"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"agosto 2010";"33,07697";"82,65779"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"setembro 2010";"32,96396";"81,53378"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"outubro 2010";"35,45038";"86,11628"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"novembro 2010";"34,20717";"81,62025"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"dezembro 2010";"44,11519";"104,27332"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"janeiro 2011";"34,84761";"81,70671"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"fevereiro 2011";"33,26534";"77,98884"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"março 2011";"36,58057";"85,16519"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"abril 2011";"38,20052";"88,36429"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"maio 2011";"35,78944";"82,39841"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"junho 2011";"35,26201";"81,27440"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"julho 2011";"37,52240";"86,80797"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"agosto 2011";"37,40938";"85,85689"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"setembro 2011";"36,99498";"84,38704"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"outubro 2011";"38,76561";"88,10491"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"novembro 2011";"38,50190";"86,63505"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"dezembro 2011";"48,89967";"109,02874"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"janeiro 2012";"39,89580";"88,62368"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"fevereiro 2012";"39,78279";"88,36429"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"março 2012";"43,21104";"95,71357"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"abril 2012";"41,62877";"91,56339"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"maio 2012";"40,95065";"89,66122"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"junho 2012";"41,59109";"90,35292"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"julho 2012";"42,26921";"91,04462"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"agosto 2012";"43,62544";"93,20617"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"setembro 2012";"43,96450";"92,68740"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"outubro 2012";"45,01934";"93,89787"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"novembro 2012";"45,13236";"93,81141"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"dezembro 2012";"56,62266";"116,46448"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"janeiro 2013";"45,39608";"91,56339"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"fevereiro 2013";"43,47475";"86,54859"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"março 2013";"50,67031";"99,60437"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"abril 2013";"44,49192";"86,63505"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"maio 2013";"47,31740";"91,99570"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"junho 2013";"46,03652";"89,66122"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"julho 2013";"47,80715";"93,55202"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"agosto 2013";"50,14289";"98,39390"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"setembro 2013";"47,80715";"93,55202"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"outubro 2013";"50,06754";"96,92404"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"novembro 2013";"51,42377";"99,25852"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"dezembro 2013";"62,19827";"119,23127"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"janeiro 2014";"50,82100";"96,66466"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"fevereiro 2014";"48,29690";"91,30401"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"março 2014";"52,40327";"96,83758"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"abril 2014";"52,32792";"95,36773"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"maio 2014";"52,17723";"94,50310"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"junho 2014";"49,69081";"90,35292"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"julho 2014";"51,34842";"93,55202"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"agosto 2014";"53,00604";"96,92404"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"setembro 2014";"50,44427";"91,73632"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"outubro 2014";"54,58831";"98,73975"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"novembro 2014";"54,51296";"97,87513"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"dezembro 2014";"66,37999";"118,10726"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"janeiro 2015";"55,15341";"96,83758"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"fevereiro 2015";"51,53679";"89,66122"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"março 2015";"54,96504";"94,50310"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"abril 2015";"54,85202";"93,46556"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"maio 2015";"55,11573";"92,60094"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"junho 2015";"52,78000";"87,93198"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"julho 2015";"54,92737";"91,04462"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"agosto 2015";"55,60548";"92,25509"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"setembro 2015";"54,17391";"89,74769"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"outubro 2015";"59,71185";"98,39390"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"novembro 2015";"57,26310";"92,42801"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"dezembro 2015";"71,72957";"113,69770"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"janeiro 2016";"58,92072";"91,21754"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"fevereiro 2016";"57,75285";"88,45076"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"março 2016";"61,97224";"93,37910"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"abril 2016";"59,74952";"89,14245"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"maio 2016";"59,07141";"87,49967"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"junho 2016";"58,92072";"86,46213"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"julho 2016";"62,12293";"90,09354"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"agosto 2016";"62,68802";"90,26646"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"setembro 2016";"60,42764";"87,58613"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"outubro 2016";"63,21545";"92,08216"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"novembro 2016";"62,23595";"90,95816"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"dezembro 2016";"75,72291";"110,41214"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"janeiro 2017";"62,76829";"91,48123"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"fevereiro 2017";"59,96946";"87,83140"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"março 2017";"59,57795";"86,82494"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"abril 2017";"63,39962";"91,84445"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"maio 2017";"60,20348";"87,53959"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"junho 2017";"59,45061";"87,18950"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"julho 2017";"61,17126";"90,34657"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"agosto 2017";"61,15402";"91,78120"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"setembro 2017";"61,44245";"92,65839"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"outubro 2017";"61,95773";"93,44556"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"novembro 2017";"63,37476";"96,00754"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"dezembro 2017";"77,53821";"117,04537"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"janeiro 2018";"63,06493";"94,33405"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"fevereiro 2018";"59,61278";"89,55314"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"março 2018";"66,69089";"100,19715"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"abril 2018";"61,34445";"91,92385"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"maio 2018";"63,38292";"94,54645"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"junho 2018";"62,51152";"90,71500"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"julho 2018";"62,82920";"91,55394"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"agosto 2018";"66,16535";"96,84610"
"BR";"1";"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"setembro 2018";"63,71560";"93,09391"
