"Tabela 8883 - Índice e variação da receita nominal e do volume de vendas no comércio varejista ampliado, por atividades (2022 = 100)"
"Variável - PMC - Número-índice (2022=100) (Número-índice)"
"Nível";"Cód.";"";"Atividades";"Mês";"Tipos de índice"
"Nível";"Cód.";"";"Atividades";"Mês";"Índice de receita nominal de vendas no comércio varejista ampliado";"Índice de volume de vendas no comércio varejista ampliado"
"BR";"1";"Brasil";"Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos";"outubro 2024";"133,10491";"114,60433"
"BR";"1";"Brasil";"Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos";"novembro 2024";"135,39127";"117,07409"
"BR";"1";"Brasil";"Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos";"dezembro 2024";"139,64842";"120,32866"
"BR";"1";"Brasil";"Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos";"janeiro 2025";"125,16006";"107,66769"
"BR";"1";"Brasil";"Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos";"fevereiro 2025";"121,20076";"103,92113"
"BR";"1";"Brasil";"Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos";"março 2025";"134,83065";"115,42462"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"janeiro 2004";"111,34932";"267,26659"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"fevereiro 2004";"102,30218";"243,39243"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"março 2004";"92,55912";"218,89816"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"abril 2004";"73,76892";"173,94032"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"maio 2004";"76,72664";"179,83135"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"junho 2004";"73,76892";"171,76994"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"julho 2004";"73,42095";"170,21967"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"agosto 2004";"78,46647";"180,45146"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"setembro 2004";"70,11527";"160,91805"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"outubro 2004";"71,33316";"162,77838"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"novembro 2004";"70,28926";"159,98789"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"dezembro 2004";"117,43873";"264,47611"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"janeiro 2005";"110,82737";"247,11308"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"fevereiro 2005";"122,13628";"269,74702"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"março 2005";"98,82252";"218,27805"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"abril 2005";"82,46809";"182,00173"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"maio 2005";"81,59817";"179,83135"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"junho 2005";"75,16079";"164,01859"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"julho 2005";"77,24859";"168,04930"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"agosto 2005";"88,73149";"192,23351"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"setembro 2005";"79,85834";"172,70011"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"outubro 2005";"75,68274";"164,63870"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"novembro 2005";"75,85672";"164,63870"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"dezembro 2005";"120,57043";"257,96497"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"janeiro 2006";"126,31188";"265,71632"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"fevereiro 2006";"118,83060";"248,35330"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"março 2006";"105,25990";"218,58811"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"abril 2006";"91,16725";"189,44303"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"maio 2006";"90,99327";"190,37319"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"junho 2006";"80,72825";"168,35935"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"julho 2006";"82,46809";"172,08000"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"agosto 2006";"92,38514";"192,23351"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"setembro 2006";"86,12174";"179,52130"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"outubro 2006";"80,90224";"168,04930"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"novembro 2006";"77,42257";"160,60800"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"dezembro 2006";"123,35416";"253,62421"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"janeiro 2007";"137,27283";"283,69946"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"fevereiro 2007";"122,83221";"251,76389"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"março 2007";"113,78508";"235,02097"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"abril 2007";"100,91032";"208,66638"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"maio 2007";"95,51683";"196,26421"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"junho 2007";"91,34124";"186,65254"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"julho 2007";"92,55912";"188,82292"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"agosto 2007";"105,25990";"214,86746"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"setembro 2007";"92,03717";"187,89276"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"outubro 2007";"88,03555";"179,52130"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"novembro 2007";"85,94775";"175,18054"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"dezembro 2007";"132,92325";"270,05708"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"janeiro 2008";"150,66954";"306,64346"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"fevereiro 2008";"146,14598";"297,03178"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"março 2008";"126,83383";"255,48454"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"abril 2008";"114,30703";"230,37016"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"maio 2008";"108,56558";"218,27805"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"junho 2008";"104,56397";"209,90659"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"julho 2008";"103,17210";"208,04627"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"agosto 2008";"112,39322";"226,33946"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"setembro 2008";"105,43388";"212,07697"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"outubro 2008";"97,60463";"196,57427"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"novembro 2008";"96,73472";"193,78378"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"dezembro 2008";"155,36709";"309,43394"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"janeiro 2009";"191,38164";"379,81621"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"fevereiro 2009";"153,27929";"302,61275"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"março 2009";"144,92809";"282,14919"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"abril 2009";"118,30865";"229,75005"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"maio 2009";"120,57043";"233,47070"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"junho 2009";"113,61110";"219,20821"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"julho 2009";"121,61433";"233,16065"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"agosto 2009";"131,35740";"251,14378"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"setembro 2009";"122,48425";"233,47070"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"outubro 2009";"116,56881";"222,61881"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"novembro 2009";"110,47940";"211,14681"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"dezembro 2009";"178,68085";"339,19913"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"janeiro 2010";"213,30353";"406,48086"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"fevereiro 2010";"176,59306";"333,61816"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"março 2010";"163,02236";"304,78313"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"abril 2010";"134,14113";"249,90357"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"maio 2010";"138,14274";"256,10465"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"junho 2010";"124,22408";"229,75005"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"julho 2010";"134,83706";"250,21362"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"agosto 2010";"153,97523";"285,24973"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"setembro 2010";"138,31673";"256,41470"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"outubro 2010";"135,01105";"250,52367"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"novembro 2010";"141,27444";"261,06551"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"dezembro 2010";"233,13763";"429,42486"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"janeiro 2011";"248,27418";"457,32973"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"fevereiro 2011";"210,86777";"383,22681"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"março 2011";"167,71991";"301,37254"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"abril 2011";"147,18988";"264,16605"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"maio 2011";"155,19311";"277,49838"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"junho 2011";"141,27444";"250,52367"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"julho 2011";"151,88743";"266,95654"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"agosto 2011";"169,63372";"300,13232"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"setembro 2011";"149,62564";"263,23589"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"outubro 2011";"149,10369";"261,68562"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"novembro 2011";"157,10692";"275,32800"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"dezembro 2011";"240,09696";"419,50313"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"janeiro 2012";"282,89685";"501,97751"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"fevereiro 2012";"216,43523";"382,60670"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"março 2012";"179,20280";"316,25513"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"abril 2012";"143,53623";"253,62421"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"maio 2012";"159,89066";"282,76930"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"junho 2012";"155,71506";"274,39784"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"julho 2012";"162,15244";"284,00951"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"agosto 2012";"180,07272";"314,39481"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"setembro 2012";"157,28091";"274,08778"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"outubro 2012";"167,54592";"290,52065"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"novembro 2012";"176,76704";"306,02335"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"dezembro 2012";"257,14733";"441,82702"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"janeiro 2013";"313,16995";"532,67286"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"fevereiro 2013";"239,92298";"406,79092"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"março 2013";"192,07757";"324,00648"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"abril 2013";"170,15567";"286,17989"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"maio 2013";"169,63372";"284,62962"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"junho 2013";"159,19472";"264,78616"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"julho 2013";"174,33127";"288,04021"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"agosto 2013";"185,98815";"307,57362"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"setembro 2013";"166,32804";"274,39784"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"outubro 2013";"176,41907";"288,66032"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"novembro 2013";"187,72799";"306,64346"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"dezembro 2013";"281,50499";"458,56994"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"janeiro 2014";"334,56990";"534,53318"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"fevereiro 2014";"243,92459";"387,25751"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"março 2014";"187,72799";"295,48151"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"abril 2014";"161,97846";"255,17448"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"maio 2014";"176,24509";"275,63805"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"junho 2014";"148,40776";"231,61038"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"julho 2014";"161,63049";"252,07394"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"agosto 2014";"180,59467";"280,28886"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"setembro 2014";"159,02074";"244,94270"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"outubro 2014";"163,02236";"249,28346"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"novembro 2014";"192,25155";"290,83070"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"dezembro 2014";"275,41557";"416,09254"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"janeiro 2015";"321,86912";"481,82400"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"fevereiro 2015";"243,22866";"362,76324"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"março 2015";"187,55400";"278,11848"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"abril 2015";"158,67277";"231,92043"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"maio 2015";"166,67601";"243,08238"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"junho 2015";"151,36548";"218,27805"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"julho 2015";"159,02074";"229,44000"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"agosto 2015";"164,58821";"236,88130"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"setembro 2015";"146,31996";"208,66638"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"outubro 2015";"159,36871";"226,02940"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"novembro 2015";"170,50364";"238,43157"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"dezembro 2015";"255,05953";"353,77167"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"janeiro 2016";"306,38460";"419,19308"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"fevereiro 2016";"225,30838";"303,54292"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"março 2016";"174,67924";"233,16065"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"abril 2016";"142,66631";"188,51286"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"maio 2016";"140,40453";"183,86205"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"junho 2016";"137,09884";"178,28108"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"julho 2016";"146,66793";"190,37319"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"agosto 2016";"156,75896";"201,22508"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"setembro 2016";"134,48910";"171,14984"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"outubro 2016";"146,84191";"186,96259"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"novembro 2016";"166,50202";"211,14681"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"dezembro 2016";"244,09858";"309,43394"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"janeiro 2017";"304,88105";"379,13174"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"fevereiro 2017";"227,84658";"282,20178"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"março 2017";"199,86514";"245,47589"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"abril 2017";"148,44169";"182,18599"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"maio 2017";"149,19216";"182,38126"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"junho 2017";"147,86210";"179,59976"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"julho 2017";"156,76112";"190,69462"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"agosto 2017";"158,33121";"192,35897"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"setembro 2017";"131,43927";"159,97342"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"outubro 2017";"149,58993";"181,68120"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"novembro 2017";"170,15949";"206,42563"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"dezembro 2017";"232,54993";"280,52916"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"janeiro 2018";"294,30838";"351,93746"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"fevereiro 2018";"221,26147";"265,42193"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"março 2018";"179,71524";"214,37239"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"abril 2018";"147,76710";"175,36344"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"maio 2018";"133,07431";"157,62556"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"junho 2018";"134,39064";"158,86659"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"julho 2018";"144,32770";"170,87329"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"agosto 2018";"138,82426";"164,38151"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"setembro 2018";"114,64613";"133,41437"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"outubro 2018";"120,02139";"139,37603"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"novembro 2018";"120,52340";"139,61014"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"dezembro 2018";"183,86831";"210,83741"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"janeiro 2019";"218,37261";"251,07204"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"fevereiro 2019";"175,86368";"200,93619"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"março 2019";"119,73186";"135,57639"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"abril 2019";"115,61208";"130,06552"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"maio 2019";"116,57208";"131,46596"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"junho 2019";"104,67451";"117,18452"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"julho 2019";"125,42580";"139,93034"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"agosto 2019";"122,66951";"136,55643"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"setembro 2019";"101,42996";"112,94131"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"outubro 2019";"108,58331";"120,88631"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"novembro 2019";"107,71482";"119,34882"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"dezembro 2019";"195,80900";"214,70758"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"janeiro 2020";"238,08888";"260,20174"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"fevereiro 2020";"170,32248";"185,78267"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"março 2020";"83,41945";"90,05910"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"abril 2020";"36,20029";"38,65757"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"maio 2020";"40,58361";"43,29543"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"junho 2020";"65,62759";"70,18182"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"julho 2020";"97,77719";"104,85641"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"agosto 2020";"71,30943";"77,48984"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"setembro 2020";"65,56686";"71,39638"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"outubro 2020";"72,59332";"79,26141"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"novembro 2020";"93,07702";"100,93787"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"dezembro 2020";"123,16669";"134,38021"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"janeiro 2021";"112,76597";"122,01000"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"fevereiro 2021";"101,76519";"109,56998"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"março 2021";"67,18669";"72,54527"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"abril 2021";"70,97501";"75,95854"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"maio 2021";"64,05012";"68,97928"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"junho 2021";"77,16835";"82,21024"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"julho 2021";"76,52451";"80,53465"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"agosto 2021";"74,75939";"78,59815"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"setembro 2021";"65,56027";"68,86386"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"outubro 2021";"69,42446";"73,02776"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"novembro 2021";"83,59048";"86,72357"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"dezembro 2021";"121,34464";"126,39299"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"janeiro 2022";"145,64291";"150,35476"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"fevereiro 2022";"126,85467";"130,21397"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"março 2022";"101,23393";"101,97327"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"abril 2022";"74,57381";"75,29821"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"maio 2022";"86,37051";"86,78451"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"junho 2022";"84,69005";"84,40254"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"julho 2022";"89,89015";"89,35663"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"agosto 2022";"95,50470";"94,74313"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"setembro 2022";"91,49762";"90,24463"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"outubro 2022";"84,20712";"83,00856"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"novembro 2022";"88,52335";"86,79697"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"dezembro 2022";"131,01118";"126,82282"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"janeiro 2023";"188,25429";"177,90100"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"fevereiro 2023";"129,90821";"121,54405"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"março 2023";"103,11400";"95,75550"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"abril 2023";"76,38760";"70,56993"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"maio 2023";"89,01702";"81,92383"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"junho 2023";"89,89931";"82,55379"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"julho 2023";"90,92836";"82,77835"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"agosto 2023";"88,35125";"79,97019"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"setembro 2023";"81,70657";"73,71974"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"outubro 2023";"87,93022";"79,10356"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"novembro 2023";"91,90909";"82,70698"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"dezembro 2023";"131,74648";"116,58643"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"janeiro 2024";"187,66981";"162,18467"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"fevereiro 2024";"135,38066";"115,67464"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"março 2024";"95,83992";"81,75252"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"abril 2024";"84,85470";"72,23987"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"maio 2024";"87,60281";"74,55233"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"junho 2024";"89,52325";"75,89186"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"julho 2024";"93,24000";"78,64308"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"agosto 2024";"87,56085";"73,07091"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"setembro 2024";"79,28972";"65,99087"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"outubro 2024";"86,44226";"71,77135"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"novembro 2024";"88,23260";"73,52341"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"dezembro 2024";"135,42143";"112,08348"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"janeiro 2025";"196,70037";"160,23797"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"fevereiro 2025";"136,69436";"110,03179"
"BR";"1";"Brasil";"Livros, jornais, revistas e papelaria";"março 2025";"93,73296";"75,27696"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"janeiro 2004";"49,14883";"21,74440"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"fevereiro 2004";"40,33410";"17,95177"
